2025-06-06 17:36:48 | INFO     | __main__:<module>:148 | Starting Animal Guessing Game API server...
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\routing.py", line 76, in app
    await wrap_app_handling_exceptions(app, request)(scope, receive, send)
          │                            │    │        │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x00000257A1508720>
          │                            │    │        │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x00000257A15093A0>
          │                            │    │        └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │                            │    └ <starlette.requests.Request object at 0x00000257A152D1C0>
          │                            └ <function request_response.<locals>.app.<locals>.app at 0x00000257A15080E0>
          └ <function wrap_app_handling_exceptions at 0x0000025789EF7100>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\_exception_handler.py", line 42, in wrapped_app
    await app(scope, receive, sender)
          │   │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x00000257A15094E0>
          │   │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x00000257A15093A0>
          │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          └ <function request_response.<locals>.app.<locals>.app at 0x00000257A15080E0>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\routing.py", line 73, in app
    response = await f(request)
                     │ └ <starlette.requests.Request object at 0x00000257A152D1C0>
                     └ <function get_request_handler.<locals>.app at 0x00000257A14B05E0>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\fastapi\routing.py", line 301, in app
    raw_response = await run_endpoint_function(
                         └ <function run_endpoint_function at 0x0000025789EF6A20>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\fastapi\routing.py", line 212, in run_endpoint_function
    return await dependant.call(**values)
                 │         │      └ {'file': UploadFile(filename='recording_2025-06-06T10-53-47-739Z.wav', size=478124, headers=Headers({'content-disposition': '...
                 │         └ <function process_speech at 0x00000257A14B04A0>
                 └ Dependant(path_params=[], query_params=[], header_params=[], cookie_params=[], body_params=[ModelField(field_info=File(Pydant...

> File "C:\ding ngoding tugas infor\recoba\python_backend\main.py", line 200, in process_speech
    audio_info = audio_processor.validate_and_normalize(temp_path)
                 │               │                      └ 'temp/1749207227_recording_2025-06-06T10-53-47-739Z.wav'
                 │               └ <function AudioProcessor.validate_and_normalize at 0x00000257A14B0220>
                 └ <audio_processor.AudioProcessor object at 0x00000257A1493080>

  File "C:\ding ngoding tugas infor\recoba\python_backend\audio_processor.py", line 93, in validate_and_normalize
    except (AudioProcessingError, AudioTooLong) as e:
            └ <class 'errors.AudioProcessingError'>

NameError: name 'AudioTooLong' is not defined
2025-06-06 18:53:47 | DEBUG    | main:process_speech:230 | Cleaned up temporary file: temp/1749207227_recording_2025-06-06T10-53-47-739Z.wav
2025-06-06 18:53:47 | INFO     | main:dispatch:29 | Request completed: 500 (0.10s)
2025-06-06 19:32:36 | INFO     | main:<module>:121 | Successfully mounted static directory: sounds -> ../sounds
2025-06-06 19:32:36 | INFO     | main:<module>:121 | Successfully mounted static directory: images -> ../images
2025-06-06 19:32:36 | INFO     | main:<module>:121 | Successfully mounted static directory: favicon -> ../favicon
2025-06-06 19:32:36 | INFO     | main:<module>:121 | Successfully mounted static directory: static -> ../static
2025-06-06 19:33:03 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/
2025-06-06 19:33:03 | INFO     | main:dispatch:29 | Request completed: 200 (0.01s)
2025-06-06 19:33:03 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/style.css
2025-06-06 19:33:03 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/audio-converter.js
2025-06-06 19:33:03 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/Guess-game.app.js
2025-06-06 19:33:03 | INFO     | main:dispatch:29 | Request completed: 200 (0.01s)
2025-06-06 19:33:03 | INFO     | main:dispatch:29 | Request completed: 200 (0.01s)
2025-06-06 19:33:03 | INFO     | main:dispatch:29 | Request completed: 200 (0.01s)
2025-06-06 19:33:03 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/sounds/bgm.mp3
2025-06-06 19:33:03 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/sounds/wrong.mp3
2025-06-06 19:33:03 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/sounds/correct.mp3
2025-06-06 19:33:03 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/sounds/press.mp3
2025-06-06 19:33:03 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/sounds/end.mp3
2025-06-06 19:33:03 | INFO     | main:dispatch:29 | Request completed: 206 (0.25s)
2025-06-06 19:33:03 | INFO     | main:dispatch:29 | Request completed: 206 (0.25s)
2025-06-06 19:33:03 | INFO     | main:dispatch:29 | Request completed: 206 (0.25s)
2025-06-06 19:33:03 | INFO     | main:dispatch:29 | Request completed: 206 (0.24s)
2025-06-06 19:33:03 | INFO     | main:dispatch:29 | Request completed: 206 (0.25s)
2025-06-06 19:33:03 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/favicon/favicon.png
2025-06-06 19:33:03 | INFO     | main:dispatch:29 | Request completed: 200 (0.01s)
2025-06-06 19:33:06 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/.well-known/appspecific/com.chrome.devtools.json
2025-06-06 19:33:06 | WARNING  | main:not_found_handler:179 | 404 Not Found: http://127.0.0.1:8000/.well-known/appspecific/com.chrome.devtools.json
2025-06-06 19:33:06 | INFO     | main:dispatch:29 | Request completed: 200 (0.01s)
2025-06-06 19:33:14 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/
2025-06-06 19:33:14 | INFO     | main:dispatch:29 | Request completed: 200 (0.00s)
2025-06-06 19:33:20 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/images/cukurukuk.jpg
2025-06-06 19:33:20 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/images/kecwa ringan.jpg
2025-06-06 19:33:20 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/images/ksabar.jpg
2025-06-06 19:33:20 | INFO     | main:dispatch:29 | Request completed: 200 (0.01s)
2025-06-06 19:33:20 | INFO     | main:dispatch:29 | Request completed: 200 (0.01s)
2025-06-06 19:33:20 | INFO     | main:dispatch:29 | Request completed: 200 (0.02s)
2025-06-06 19:33:20 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/sounds/bgm.mp3
2025-06-06 19:33:20 | INFO     | main:dispatch:29 | Request completed: 206 (0.00s)
2025-06-06 19:33:30 | INFO     | main:dispatch:24 | Request started: POST http://localhost:8000/api/speech
2025-06-06 19:33:30 | WARNING  | audio_processor:validate_and_normalize:100 | Audio too long: 413: Durasi rekaman terlalu panjang. Maksimal 5 detik.
2025-06-06 19:33:30 | ERROR    | main:process_speech:220 | Unexpected error during speech processing
Traceback (most recent call last):

  File "<string>", line 1, in <module>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\spawn.py", line 122, in spawn_main
    exitcode = _main(fd, parent_sentinel)
               │     │   └ 176
               │     └ 3
               └ <function _main at 0x000002B812CF7420>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\spawn.py", line 135, in _main
    return self._bootstrap(parent_sentinel)
           │    │          └ 176
           │    └ <function BaseProcess._bootstrap at 0x000002B812BE8C20>
           └ <SpawnProcess name='SpawnProcess-1' parent=11416 started>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\process.py", line 314, in _bootstrap
    self.run()
    │    └ <function BaseProcess.run at 0x000002B812BE8180>
    └ <SpawnProcess name='SpawnProcess-1' parent=11416 started>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
    │    │        │    │        │    └ {'config': <uvicorn.config.Config object at 0x000002B812CB23F0>, 'target': <bound method Server.run of <uvicorn.server.Server...
    │    │        │    │        └ <SpawnProcess name='SpawnProcess-1' parent=11416 started>
    │    │        │    └ ()
    │    │        └ <SpawnProcess name='SpawnProcess-1' parent=11416 started>
    │    └ <function subprocess_started at 0x000002B815762C00>
    └ <SpawnProcess name='SpawnProcess-1' parent=11416 started>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\uvicorn\_subprocess.py", line 80, in subprocess_started
    target(sockets=sockets)
    │              └ [<socket.socket fd=772, family=2, type=1, proto=6, laddr=('127.0.0.1', 8000)>]
    └ <bound method Server.run of <uvicorn.server.Server object at 0x000002B81579CB60>>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\uvicorn\server.py", line 66, in run
    return asyncio.run(self.serve(sockets=sockets))
           │       │   │    │             └ [<socket.socket fd=772, family=2, type=1, proto=6, laddr=('127.0.0.1', 8000)>]
           │       │   │    └ <function Server.serve at 0x000002B815762340>
           │       │   └ <uvicorn.server.Server object at 0x000002B81579CB60>
           │       └ <function run at 0x000002B812CFC2C0>
           └ <module 'asyncio' from 'C:\\Program Files\\WindowsApps\\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\\...
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\asyncio\runners.py", line 195, in run
    return runner.run(main)
           │      │   └ <coroutine object Server.serve at 0x000002B815789460>
           │      └ <function Runner.run at 0x000002B815473560>
           └ <asyncio.runners.Runner object at 0x000002B812CB2630>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\asyncio\runners.py", line 118, in run
    return self._loop.run_until_complete(task)
           │    │     │                  └ <Task pending name='Task-1' coro=<Server.serve() running at C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Pyt...
           │    │     └ <function BaseEventLoop.run_until_complete at 0x000002B815471120>
           │    └ <_WindowsSelectorEventLoop running=True closed=False debug=False>
           └ <asyncio.runners.Runner object at 0x000002B812CB2630>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\asyncio\base_events.py", line 678, in run_until_complete
    self.run_forever()
    │    └ <function BaseEventLoop.run_forever at 0x000002B815471080>
    └ <_WindowsSelectorEventLoop running=True closed=False debug=False>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\asyncio\base_events.py", line 645, in run_forever
    self._run_once()
    │    └ <function BaseEventLoop._run_once at 0x000002B815472E80>
    └ <_WindowsSelectorEventLoop running=True closed=False debug=False>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\asyncio\base_events.py", line 1999, in _run_once
    handle._run()
    │      └ <function Handle._run at 0x000002B812F08EA0>
    └ <Handle Task.task_wakeup(<Future cancelled>)>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\asyncio\events.py", line 88, in _run
    self._context.run(self._callback, *self._args)
    │    │            │    │           │    └ <member '_args' of 'Handle' objects>
    │    │            │    │           └ <Handle Task.task_wakeup(<Future cancelled>)>
    │    │            │    └ <member '_callback' of 'Handle' objects>
    │    │            └ <Handle Task.task_wakeup(<Future cancelled>)>
    │    └ <member '_context' of 'Handle' objects>
    └ <Handle Task.task_wakeup(<Future cancelled>)>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\middleware\base.py", line 141, in coro
    await self.app(scope, receive_or_disconnect, send_no_error)
          │    │   │      │                      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.send_no_error at 0x000002B82D50C9A0>
          │    │   │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x000002B82D50FBA0>
          │    │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │    └ <starlette.middleware.exceptions.ExceptionMiddleware object at 0x000002B82D4933B0>
          └ <main.LoggingMiddleware object at 0x000002B82D493FB0>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\middleware\exceptions.py", line 62, in __call__
    await wrap_app_handling_exceptions(self.app, conn)(scope, receive, send)
          │                            │    │    │     │      │        └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.send_no_error at 0x000002B82D50C9A0>
          │                            │    │    │     │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x000002B82D50FBA0>
          │                            │    │    │     └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │                            │    │    └ <starlette.requests.Request object at 0x000002B82D526630>
          │                            │    └ <fastapi.routing.APIRouter object at 0x000002B81719C170>
          │                            └ <starlette.middleware.exceptions.ExceptionMiddleware object at 0x000002B82D4933B0>
          └ <function wrap_app_handling_exceptions at 0x000002B815F17100>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\_exception_handler.py", line 42, in wrapped_app
    await app(scope, receive, sender)
          │   │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x000002B82D50D620>
          │   │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x000002B82D50FBA0>
          │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          └ <fastapi.routing.APIRouter object at 0x000002B81719C170>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\routing.py", line 714, in __call__
    await self.middleware_stack(scope, receive, send)
          │    │                │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x000002B82D50D620>
          │    │                │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x000002B82D50FBA0>
          │    │                └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │    └ <bound method Router.app of <fastapi.routing.APIRouter object at 0x000002B81719C170>>
          └ <fastapi.routing.APIRouter object at 0x000002B81719C170>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\routing.py", line 734, in app
    await route.handle(scope, receive, send)
          │     │      │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x000002B82D50D620>
          │     │      │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x000002B82D50FBA0>
          │     │      └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │     └ <function Route.handle at 0x000002B815F445E0>
          └ APIRoute(path='/api/speech', name='process_speech', methods=['POST'])
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\routing.py", line 288, in handle
    await self.app(scope, receive, send)
          │    │   │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x000002B82D50D620>
          │    │   │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x000002B82D50FBA0>
          │    │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │    └ <function request_response.<locals>.app at 0x000002B82D4B1D00>
          └ APIRoute(path='/api/speech', name='process_speech', methods=['POST'])
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\routing.py", line 76, in app
    await wrap_app_handling_exceptions(app, request)(scope, receive, send)
          │                            │    │        │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x000002B82D50D620>
          │                            │    │        │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x000002B82D50FBA0>
          │                            │    │        └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │                            │    └ <starlette.requests.Request object at 0x000002B82D5274A0>
          │                            └ <function request_response.<locals>.app.<locals>.app at 0x000002B82D50EB60>
          └ <function wrap_app_handling_exceptions at 0x000002B815F17100>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\_exception_handler.py", line 42, in wrapped_app
    await app(scope, receive, sender)
          │   │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x000002B82D50FF60>
          │   │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x000002B82D50FBA0>
          │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          └ <function request_response.<locals>.app.<locals>.app at 0x000002B82D50EB60>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\routing.py", line 73, in app
    response = await f(request)
                     │ └ <starlette.requests.Request object at 0x000002B82D5274A0>
                     └ <function get_request_handler.<locals>.app at 0x000002B82D4B1E40>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\fastapi\routing.py", line 301, in app
    raw_response = await run_endpoint_function(
                         └ <function run_endpoint_function at 0x000002B815F16A20>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\fastapi\routing.py", line 212, in run_endpoint_function
    return await dependant.call(**values)
                 │         │      └ {'file': UploadFile(filename='recording_2025-06-06T11-33-30-105Z.wav', size=472364, headers=Headers({'content-disposition': '...
                 │         └ <function process_speech at 0x000002B82D4B1EE0>
                 └ Dependant(path_params=[], query_params=[], header_params=[], cookie_params=[], body_params=[ModelField(field_info=File(Pydant...

> File "C:\ding ngoding tugas infor\recoba\python_backend\main.py", line 200, in process_speech
    audio_info = audio_processor.validate_and_normalize(temp_path)
                 │               │                      └ 'temp/1749209610_recording_2025-06-06T11-33-30-105Z.wav'
                 │               └ <function AudioProcessor.validate_and_normalize at 0x000002B82D4B0540>
                 └ <audio_processor.AudioProcessor object at 0x000002B82D493A70>

  File "C:\ding ngoding tugas infor\recoba\python_backend\audio_processor.py", line 101, in validate_and_normalize
    raise e

  File "C:\ding ngoding tugas infor\recoba\python_backend\audio_processor.py", line 67, in validate_and_normalize
    raise AudioTooLong()
          └ <class 'errors.AudioTooLong'>

errors.AudioTooLong: 413: Durasi rekaman terlalu panjang. Maksimal 5 detik.
2025-06-06 19:33:30 | DEBUG    | main:process_speech:230 | Cleaned up temporary file: temp/1749209610_recording_2025-06-06T11-33-30-105Z.wav
2025-06-06 19:33:30 | INFO     | main:dispatch:29 | Request completed: 500 (0.07s)
2025-06-06 19:35:27 | INFO     | main:<module>:121 | Successfully mounted static directory: sounds -> ../sounds
2025-06-06 19:35:27 | INFO     | main:<module>:121 | Successfully mounted static directory: images -> ../images
2025-06-06 19:35:27 | INFO     | main:<module>:121 | Successfully mounted static directory: favicon -> ../favicon
2025-06-06 19:35:27 | INFO     | main:<module>:121 | Successfully mounted static directory: static -> ../static
2025-06-06 19:35:27 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/sounds/end.mp3
2025-06-06 19:35:27 | INFO     | main:dispatch:29 | Request completed: 206 (0.16s)
2025-06-06 19:35:30 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/
2025-06-06 19:35:30 | INFO     | main:dispatch:29 | Request completed: 200 (0.00s)
2025-06-06 19:35:34 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/images/sucipto.jpg
2025-06-06 19:35:34 | INFO     | main:dispatch:24 | Request started: GET http://127.0.0.1:8000/images/masbro.jpg
2025-06-06 19:35:34 | INFO     | main:dispatch:29 | Request completed: 200 (0.01s)
2025-06-06 19:35:34 | INFO     | main:dispatch:29 | Request completed: 200 (0.02s)
2025-06-06 19:35:42 | INFO     | main:dispatch:24 | Request started: POST http://localhost:8000/api/speech
2025-06-06 19:35:42 | WARNING  | audio_processor:validate_and_normalize:100 | Audio too long: 413: Durasi rekaman terlalu panjang. Maksimal 5 detik.
2025-06-06 19:35:42 | ERROR    | main:process_speech:216 | Game error occurred: AUDIO_TOO_LONG - Durasi rekaman terlalu panjang. Maksimal 5 detik.
2025-06-06 19:35:42 | DEBUG    | main:process_speech:238 | Cleaned up temporary file: temp/1749209742_recording_2025-06-06T11-35-42-148Z.wav
2025-06-06 19:35:42 | INFO     | main:dispatch:29 | Request completed: 413 (0.03s)
